Unnamed: 0,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
44343,44343,44471.0,77327.0,3594.0,,12Kap UMa,Alkaphrah,9.060427,47.156525,109.8901,-37.37,-55.39,4.0,3.57,-1.635,A1Vn,0.007,-53.667801,51.996165,80.572997,-3.68e-06,3.129e-05,-1.707e-05,2.372014222,0.823036618,-1.81175e-07,-2.68538e-07,Kap,12.0,UMa,1,44343,,392.6449354,,,
44689,44689,44816.0,78647.0,3634.0,,Lam Vel,Suhail,9.133268,-43.432589,166.9449,-23.21,14.28,18.0,2.23,-3.883,K4Ib-II,1.665,-88.662596,82.682121,-114.774841,-2.78e-06,2.827e-05,-4.26e-06,2.391083876,-0.758041685,-1.12525e-07,6.92314e-08,Lam,,Vel,1,44689,,3113.149665,Lam,2.272,2.182
44819,44819,44946.0,78515.0,3627.0,,77Xi  Cnc,Nahn,9.155982,22.045446,114.4165,-0.48,-0.7,-7.0,5.16,-0.132,K0III,0.97,-77.988303,71.865489,42.945282,4.95e-06,-4.2e-06,-3.05e-06,2.397030365,0.384765609,-2.32711e-09,-3.3937e-09,Xi,77.0,Cnc,1,44819,,98.35580562,,,
45106,45106,45238.0,80007.0,3685.0,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,-157.66,108.91,-5.0,1.67,-1.032,A2IV,0.07,-8.980712,8.001552,-32.546536,6.13e-06,3.005e-05,1.115e-05,2.413801173,-1.216794819,-7.64357e-07,5.28011e-07,Bet,,Car,1,45106,,225.3201336,,,
45425,45425,45556.0,80404.0,3699.0,,Iot Car,Aspidiske,9.284838,-59.275229,234.7418,-19.03,13.11,13.0,2.21,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-7.4e-07,2.921e-05,-3.81e-06,2.430764937,-1.034547914,-9.226e-08,6.35591e-08,Iot,,Car,1,45425,,6269.024975,,,
45809,45809,45941.0,81188.0,3734.0,,Kap Vel,Markeb,9.368562,-55.010668,175.4386,-10.72,11.24,22.0,2.47,-3.751,B2IV,-0.141,-77.65777,63.951481,-143.729782,-1.021e-05,2.022e-05,-1.295e-05,2.452683775,-0.960117278,-5.1972e-08,5.44931e-08,Kap,,Vel,1,45809,,2756.76661,,,
46259,46259,46390.0,81797.0,3748.0,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-14.49,33.25,-4.0,1.99,-1.723,K3III,1.44,-43.003468,33.722848,-8.322089,4.52e-06,1.39e-06,9.42e-06,2.47656718,-0.151121122,-7.02495e-08,1.61201e-07,Alp,30.0,Hya,1,46259,,425.7944536,,,
46339,46339,46471.0,81688.0,3743.0,,,Intercrus,9.477775,45.601483,85.8369,-6.4,-128.2,39.0,5.4,0.732,K0III-IV,0.993,-47.431774,36.836132,61.329924,-5.051e-05,4.26e-05,-8.82e-06,2.481275756,0.795896023,-3.10281e-08,-6.21531e-07,,,UMa,1,46339,,44.38129803,,,
46617,46617,46750.0,82308.0,3773.0,,4Lam Leo,Alterf,9.528675,22.967971,100.9082,-19.38,-39.04,27.0,4.32,-0.7,K5IIIvar,1.541,-74.131964,56.004334,39.376137,-2.052e-05,2.738e-05,-6.81e-06,2.494601208,0.400866708,-9.39569e-08,-1.89271e-07,Lam,4.0,Leo,1,46617,,165.9586907,,,
47297,47297,47431.0,83618.0,3845.0,,35Iot Hya,Ukdah,9.664267,-1.14281,80.7103,47.81,-62.92,23.0,3.9,-0.635,K3IIIvar,1.313,-66.071937,46.325951,-1.609728,-2.959e-05,-2.1e-06,-2.508e-05,2.530099227,-0.019945799,2.31789e-07,-3.05045e-07,Iot,35.0,Hya,1,47297,,156.3147643,,,
47373,47373,47508.0,83808.0,3852.0,,14Omi Leo,Subra,9.685843,9.892308,39.9521,-143.67,-37.45,27.0,3.52,0.512,A5V+...,0.516,-32.353394,22.412883,6.863686,-7.54e-06,3.907e-05,-2.4e-06,2.535747709,0.172653344,-6.96532e-07,-1.81563e-07,Omi,14.0,Leo,1,47373,,54.35005651,,,
47772,47772,47908.0,84441.0,3873.0,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,-46.09,-9.57,4.0,2.97,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,5.04e-06,1.694e-05,-1.56e-06,2.556258344,0.41493902,-2.23451e-07,-4.63967e-08,Eps,17.0,Leo,1,47772,,323.2957534,,,
48219,48219,48356.0,85444.0,3903.0,,39Ups1Hya,Zhang,9.85797,-14.846603,80.9061,18.68,-21.88,-15.0,4.11,-0.43,G6/G8III,0.918,-66.227032,41.59319,-20.730703,1.052e-05,-1.526e-05,-4.36e-06,2.580810606,-0.259122107,9.05632e-08,-1.06077e-07,Ups-1,39.0,Hya,1,48219,,129.4195841,,,
48318,48318,48455.0,85503.0,3905.0,,24Mu  Leo,Rasalas,9.879398,26.006951,38.0518,-216.29,-54.92,14.0,3.88,0.978,K0III,1.222,-29.062466,18.02588,16.685015,6.32e-06,4.303e-05,-2.83e-06,2.586420249,0.453906931,-1.0486e-06,-2.6626e-07,Mu,24.0,Leo,1,48318,,35.38343568,,,
48478,48478,48615.0,85951.0,3923.0,,,Felis,9.914503,-19.00936,188.3239,-46.09,-37.04,50.0,4.94,-1.435,K5III,1.559,-152.168245,92.455966,-61.341498,-1.006e-05,5.535e-05,-4.863e-05,2.595610768,-0.331775917,-2.23451e-07,-1.79575e-07,,,Hya,1,48478,,326.5878322,,,
49528,49528,49669.0,87901.0,3982.0,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6.0,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,8.56e-06,2.873e-05,1.84e-06,2.654523172,0.208867165,-1.20913e-06,2.38044e-08,Alp,32.0,Leo,1,49528,,147.0957077,,,
50193,50193,50335.0,89025.0,4031.0,,36Zet Leo,Adhafera,10.278171,23.417311,84.0336,19.84,-7.3,-16.0,3.43,-1.192,F0III,0.307,-69.409312,33.594777,33.397009,8.93e-06,-1.33e-05,-9.23e-06,2.690818894,0.408709172,9.6187e-08,-3.53914e-08,Zet,36.0,Leo,1,50193,,261.0958687,,,
50230,50230,50372.0,89021.0,4033.0,,33Lam UMa,Tania Borealis,10.284952,42.914365,42.1585,-170.11,-42.64,18.0,3.45,0.326,A2IV,0.029,-27.815454,13.402145,28.706022,-2.4e-06,3.975e-05,6.15e-06,2.692594169,0.748996963,-8.24717e-07,-2.06725e-07,Lam,33.0,UMa,1,50230,,64.50598333,,,
50440,50440,50583.0,89484.0,4057.0,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,310.77,-152.88,-37.0,2.01,-0.994,K0III,1.128,-34.002797,15.860719,13.53874,-2.24e-06,-6.526e-05,-4.065e-05,2.705139837,0.346299306,1.50666e-06,-7.41183e-07,Gam-1,41.0,Leo,1,50440,,217.5704951,,,
50655,50655,50801.0,89758.0,4069.0,,34Mu  UMa,Tania Australis,10.372155,41.499516,70.6215,-80.47,34.1,-21.0,3.06,-1.185,M0III SB,1.603,-48.161684,21.865099,46.794651,3.308e-05,1.524e-05,-5.49e-06,2.7154237,0.724303198,-3.9013e-07,1.65321e-07,Mu,34.0,UMa,1,50655,,259.4179362,,,
53075,53075,53229.0,94264.0,4247.0,,46    LMi,Praecipua,10.888526,34.214871,29.0867,92.47,-286.06,16.0,3.79,1.472,K0III-IV,1.04,-23.041794,6.900625,16.355475,-3.843e-05,-2.1e-06,-2.415e-05,2.850609451,0.597162153,4.48307e-07,-1.38686e-06,,46.0,LMi,1,53075,,22.44915508,,,
53565,53565,53721.0,95128.0,4277.0,Gl 407,47    UMa,Chalawan,10.99112,40.430257,14.0627,-315.92,55.15,11.6,5.03,4.29,G0V,0.624,-10.333319,2.794615,9.120037,-7.4e-07,2.251e-05,1.056e-05,2.877468446,0.705641099,-1.53162e-06,2.67375e-07,,47.0,UMa,1,53565,,1.674942876,,,
53584,53584,53740.0,95272.0,4287.0,,7Alp Crt,Alkes,10.996244,-18.298783,48.8043,-462.39,129.11,47.0,4.08,0.638,K1III,1.079,-44.746057,12.036889,-15.32333,-2.492e-05,0.00011999,1.391e-05,2.87880999,-0.319374019,-2.24173e-06,6.25943e-07,Alp,7.0,Crt,1,53584,,48.39494493,,,
53754,53754,53910.0,95418.0,4295.0,GJ 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.34,0.399,A1V,0.033,-13.103033,3.398358,20.360601,7.37e-06,-1.191e-05,-8.01e-06,2.887824569,0.984058986,3.95899e-07,1.63576e-07,Bet,48.0,UMa,1,53754,,60.31148196,,,
53905,53905,54061.0,95689.0,4301.0,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,-136.46,-35.25,-9.0,1.81,-1.07,F7V comp,1.061,-17.298705,4.33488,33.191332,4.78e-06,2.45e-05,-1.116e-05,2.89606535,1.077758845,-6.61577e-07,-1.70897e-07,Alp,50.0,UMa,1,53905,,233.3458062,,,
54711,54712,54872.0,97603.0,4357.0,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,1.259e-05,-1.526e-05,-1.785e-05,2.941352165,0.358206432,6.94786e-07,-6.32342e-07,Del,68.0,Leo,1,54712,,26.44843627,,,
54717,54718,54879.0,97633.0,4359.0,,70The Leo,Chertan,11.237335,15.42957,50.6073,-59.01,-79.37,8.0,3.33,-0.191,A2V,-0.003,-47.814213,9.675761,13.464276,-9.94e-06,1.678e-05,-1.659e-05,2.941927453,0.269296801,-2.86089e-07,-3.84797e-07,The,70.0,Leo,1,54718,,103.8484455,,,
55054,55055,55219.0,98262.0,4377.0,,54Nu  UMa,Alula Borealis,11.307983,33.094306,122.399,-26.61,27.51,-9.0,3.49,-1.949,K3III SB,1.4,-100.864256,18.476143,66.832099,1.92e-05,1.254e-05,8.65e-06,2.960423095,0.577604597,-1.29009e-07,1.33372e-07,Nu,54.0,UMa,1,55055,,524.3243172,,,
56043,56044,56211.0,100029.0,4434.0,,1Lam Dra,Giausar,11.523407,69.331076,102.145,-41.14,-18.79,7.0,3.82,-1.226,M0IIIvar,1.613,-35.773586,4.486959,95.570558,-8.61e-06,2.161e-05,3.41e-06,3.01682084,1.210055547,-1.99452e-07,-9.10965e-08,Lam,1.0,Dra,1,56044,,269.4014941,,,
57225,57226,57399.0,102224.0,4518.0,,63Chi UMa,Taiyangshou,11.767515,47.779406,56.3063,-138.38,28.37,-9.0,3.69,-0.063,K0III,1.181,-37.766969,2.301619,41.698309,1.42e-05,3.698e-05,-1.61e-06,3.080728174,0.833907947,-6.70885e-07,1.37542e-07,Chi,63.0,UMa,1,57226,,92.29963848,,,
57458,57459,57632.0,102647.0,4534.0,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-6e-08,2.664e-05,-5.92e-06,3.093856966,0.25433043,-2.41932e-06,-5.51621e-07,Bet,94.0,Leo,1,57459,,14.68249968,,,
57583,57584,57757.0,102870.0,4540.0,Gl 449,5Bet Vir,Zavijava,11.844922,1.764718,10.929,740.96,-271.18,4.3,3.59,3.397,F8V,0.518,-10.914853,0.443379,0.336562,-6.43e-06,-3.903e-05,-1.423e-05,3.100993262,0.030800138,3.59228e-06,-1.31472e-06,Bet,5.0,Vir,1,57584,,3.812413511,,,
57827,57828,58001.0,103287.0,4554.0,,64Gam UMa,Phecda,11.897168,53.69476,25.5037,107.76,11.16,-13.0,2.41,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,8.62e-06,-1.356e-05,-9.9e-06,3.114671245,0.937150353,5.22435e-07,5.41052e-08,Gam,64.0,UMa,1,57828,,61.54602374,,,
58776,58777,58952.0,104985.0,4609.0,,,Tonatiuh,12.087451,76.905734,97.0874,147.22,-92.36,-20.0,5.78,0.844,G9III,1.029,-21.989708,-0.504005,94.562822,-3.611e-05,-7.013e-05,-2.977e-05,3.16448734,1.342258264,7.13743e-07,-4.47774e-07,,,Cam,1,58777,,40.03132822,,,
59019,59020,59199.0,105452.0,4623.0,Gl 455.3,1Alp Crv,Alchiba,12.140225,-24.728875,14.9365,100.18,-39.33,2.9,4.02,3.149,F0IV/V,0.334,-13.557668,-0.497944,-6.248321,-1.24e-06,-7.3e-06,-3.83e-06,3.178303548,-0.431600297,4.85686e-07,-1.90677e-07,Alp,1.0,Crv,1,59020,,4.7907113,,,
59564,59565,59747.0,106490.0,4656.0,,Del Cru,Imai,12.252427,-58.748928,105.8201,-36.68,-10.72,22.0,2.79,-2.333,B2IV,-0.193,-54.778605,-3.62525,-90.466,-8.2e-06,1.831e-05,-2.209e-05,3.207677762,-1.025362221,-1.7783e-07,-5.1972e-08,Del,,Cru,1,59565,,746.7925899,Del,2.794,2.784
59591,59592,59774.0,106591.0,4660.0,Gl 459,69Del UMa,Megrez,12.257086,57.032617,24.6853,103.56,7.81,-13.4,3.32,1.358,A3Vvar,0.077,-13.402309,-0.903455,20.710384,9.06e-06,-1.181e-05,-1.099e-05,3.208897599,0.995406944,5.02073e-07,3.78639e-08,Del,69.0,UMa,1,59592,,24.93446188,,,
59620,59621,59803.0,106625.0,4662.0,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-1.5e-07,3.652e-05,6.09e-06,3.210560407,-0.306164426,-7.73666e-07,1.08162e-07,Gam,4.0,Crv,1,59621,,179.4733627,,,
59944,59945,60129.0,107259.0,4689.0,,15Eta Vir,Zaniah,12.331766,-0.666803,81.367,-59.14,-23.13,2.0,3.89,-0.662,A2IV,0.026,-81.054806,-7.05786,-0.946921,-3.96e-06,2.307e-05,-9.15e-06,3.228448734,-0.011637912,-2.86719e-07,-1.12137e-07,Eta,15.0,Vir,1,59945,,160.2507239,,,
60074,60075,60260.0,107446.0,4700.0,,Eps Cru,Ginan,12.356031,-60.401147,70.4722,-171.06,91.82,-5.0,3.59,-0.65,K3/K4III,1.389,-34.656852,-3.239447,-61.275879,-3.008e-05,5.588e-05,1.994e-05,3.234801339,-1.05419888,-8.29322e-07,4.45156e-07,Eps,,Cru,1,60075,,158.4893192,,,
60529,60530,60718.0,108248.0,4730.0,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11.0,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,9.34e-06,1.813e-05,6.84e-06,3.257651282,-1.101286903,-1.71479e-07,-7.14131e-08,Alp-1,,Cru,1,60530,,4176.37993,,,
60775,60776,60965.0,108767.0,4757.0,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9.0,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-7.2e-06,2.639e-05,-1.986e-05,3.271900435,-0.288248674,-1.01796e-06,-6.75345e-07,Del,7.0,Crv,1,60776,,41.19077849,,,
60892,60893,61084.0,108903.0,4763.0,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21.0,1.59,-0.579,M4III,1.6,-14.606901,-1.998688,-22.800748,1.789e-05,-1.26e-06,-3.693e-05,3.277578929,-0.996813589,1.35457e-07,-1.28151e-06,Gam,,Cru,1,60893,,148.4567675,,,
61123,61124,61317.0,109358.0,4785.0,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,-705.06,292.93,6.6,4.24,4.608,G0V,0.588,-6.266213,-0.929293,5.576481,-1.41e-06,2.895e-05,1.346e-05,3.288831624,0.721824191,-3.41823e-06,1.42016e-06,Bet,8.0,CVn,1,61124,,1.249683397,,,
61165,61166,61359.0,109379.0,4786.0,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56.0,-8.0,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,1.221e-05,1.66e-06,-7.88e-06,3.2916353,-0.408350481,4.1694e-09,-2.71496e-07,Bet,9.0,Crv,1,61166,,151.3561248,,,
61747,61748,61941.0,110379.0,4825.0,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,1.361e-05,3.802e-05,3.95e-06,3.323371774,-0.025296363,-2.98965e-06,2.94088e-07,Gam,29.0,Vir,1,61748,Gl 482,9.532350439,,,
62029,62030,62223.0,110914.0,4846.0,,,La Superba,12.752174,45.440256,320.5128,-2.2,13.05,12.0,5.42,-2.109,C7Iab,2.994,-220.542536,-43.99915,228.371602,5.05e-06,4.49e-06,2.297e-05,3.338511422,0.793082082,-1.06659e-08,6.32682e-08,,,CVn,1,62030,,607.5751461,Y,5.635,5.285
62227,62228,62423.0,111335.0,4863.0,,7    Dra,Tianyi,12.792873,66.790304,227.2727,1.64,-4.71,8.0,5.43,-1.353,K5III,1.567,-87.644943,-18.458661,208.879282,-7.45e-06,-3.42e-06,5.47e-06,3.349166278,1.165710716,7.95094e-09,-2.28347e-08,,7.0,Dra,1,62228,,302.8307694,,,
62238,62239,62434.0,111123.0,4853.0,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,-48.24,-12.82,16.0,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-7.73e-06,1.878e-05,-1.681e-05,3.349817027,-1.04176545,-2.33874e-07,-6.21531e-08,Bet,,Cru,1,62239,,2008.167804,Bet,1.267,1.237
62756,62757,62956.0,112185.0,4905.0,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9.0,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,7.32e-06,-1.234e-05,-8.24e-06,3.37733559,0.976683127,5.41731e-07,-4.35847e-08,Eps,77.0,UMa,1,62757,,110.2554332,Eps,1.776,1.746
62875,62876,63076.0,112429.0,4916.0,,8    Dra,Taiyi,12.924598,65.438474,29.2912,-4.63,-30.38,9.0,5.23,2.896,A5n,0.303,-11.820552,-2.918495,26.640872,-7.68e-06,-1.22e-06,6.58e-06,3.383651811,1.14211682,-2.24469e-08,-1.47286e-07,,8.0,Dra,1,62876,,6.047835919,IR,5.253,5.193
62889,62890,63090.0,112300.0,4910.0,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,-471.44,-52.81,-18.0,3.39,-0.53,M3III,1.571,-58.94191,-14.587593,3.604756,-1.646e-05,0.00013914,-1.664e-05,3.384208561,0.059297042,-2.28561e-06,-2.5603e-07,Del,43.0,Vir,1,62890,,141.9057522,,,
62920,62921,63121.0,112412.0,4914.0,,12Alp1CVn,Cor Caroli B,12.933468,38.314912,36.9004,-203.89,88.34,-3.0,5.61,2.775,F0V,0.337,-28.092342,-7.005189,22.877614,3.02e-06,3.834e-05,1.05e-05,3.385974004,0.668721373,-9.88487e-07,4.28284e-07,Alp-1,12.0,CVn,1,62921,,6.760829754,,,
62924,62925,63125.0,112413.0,4915.0,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3.0,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-1.66e-06,4.064e-05,5.46e-06,3.386062718,0.66878189,-1.1317e-06,2.66551e-07,Alp-2,12.0,CVn,1,62925,,75.37025767,Alp-2,2.943,2.863
63404,63405,63608.0,113226.0,4932.0,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14.0,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,2.13e-06,4.71e-05,4.7e-07,3.412889543,0.191273257,-1.33348e-06,9.67688e-08,Eps,47.0,Vir,1,63405,,71.25248248,,,
64036,64037,64241.0,114378.0,4968.0,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211012,-5.110375,5.368871,2.42e-06,4.117e-05,7.11e-06,3.446973582,0.305946294,-2.16203e-06,6.28755e-07,Alp,42.0,Com,1,64037,Gl 501,5.17606832,,,
65172,65173,65378.0,116656.0,5054.0,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,6.46e-06,-1.408e-05,-6.3e-06,3.507783855,0.958628404,5.8774e-07,-1.06707e-07,Zet,79.0,UMa,1,65173,GJ 3783,77.3392578,,2.336,2.196
65268,65269,65474.0,116658.0,5056.0,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1.0,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-4.54e-06,1.516e-05,-1.175e-05,3.513317218,-0.194801818,-2.06046e-07,-1.53831e-07,Alp,67.0,Vir,1,65269,,2070.141349,Alp,1.001,0.961
65271,65272,65477.0,116842.0,5062.0,GJ 3785,80    UMa,Alcor,13.420413,54.987958,25.0564,120.35,-16.94,-8.9,3.99,1.995,A5V SB,0.169,-13.393436,-5.223608,20.521915,8.61e-06,-1.233e-05,-8.64e-06,3.51345583,0.959720908,5.83473e-07,-8.21274e-08,,80.0,UMa,1,65272,,13.86755829,,,
66039,66040,66249.0,118098.0,5107.0,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,-278.89,48.56,-13.2,3.38,1.599,A3V,0.114,-20.799365,-9.118725,-0.236175,-2e-08,3.352e-05,5.49e-06,3.554769681,-0.010399023,-1.3521e-06,2.35426e-07,Zet,79.0,Vir,1,66040,,19.97100866,,,
67087,67088,67301.0,120315.0,5191.0,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11.0,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-3.55e-06,1.92e-05,-1.01e-05,3.610829901,0.860678839,-5.8774e-07,-7.5437e-08,Eta,85.0,UMa,1,67088,,160.9904076,,,
67710,67711,67927.0,121370.0,5235.0,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1.0,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-7.95e-06,-5.1e-07,-1.845e-05,3.641998952,0.321100736,-2.95494e-07,-1.73612e-06,Eta,8.0,Boo,1,67711,,9.585173977,,,
68482,68483,68702.0,122451.0,5267.0,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6.0,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-1.89e-06,2.194e-05,-1.255e-05,3.68187566,-1.053708314,-1.64643e-07,-1.21494e-07,Bet,,Cen,1,68483,,7171.334827,Bet,0.634,0.594
68536,68537,68756.0,123299.0,5291.0,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,-56.52,17.19,-13.0,3.67,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-2.25e-06,2.838e-05,-8.64e-06,3.684345906,1.123570548,-2.74017e-07,8.33395e-08,Alp,11.0,Dra,1,68537,,256.0943517,,,
68713,68714,68933.0,123139.0,5288.0,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-1.9e-06,5.217e-05,-3.724e-05,3.694354548,-0.634775453,-2.51759e-06,-2.5107e-06,The,5.0,Cen,1,68714,,42.46195639,,,
69204,69205,69427.0,124294.0,5315.0,,98Kap Vir,Kang,14.214929,-10.273702,78.125,8.04,140.79,-4.0,4.18,-0.284,K3III,1.323,-64.306477,-42.119366,-13.933635,-2.92e-06,-5.55e-06,5.32e-05,3.721459797,-0.179309923,3.8979e-08,6.82569e-07,Kap,98.0,Vir,1,69205,,113.1357864,,,
69450,69451,69673.0,124897.0,5340.0,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5.0,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-5.905e-05,3.22e-05,-0.00010473,3.733529029,0.334796218,-5.3012e-06,-9.69336e-06,Alp,16.0,Boo,1,69451,,115.5579955,,,
69478,69479,69701.0,124850.0,5338.0,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,-25.84,-419.84,14.6,4.07,2.335,F7V,0.511,-18.333625,-12.367873,-2.324624,-9.95e-06,-3.35e-06,-4.657e-05,3.73506785,-0.104729295,-1.25276e-07,-2.03544e-06,Iot,99.0,Vir,1,69479,,10.13911386,,,
69509,69510,69732.0,125162.0,5351.0,GJ 3837,19Lam Boo,Xuange,14.273074,46.088305,30.3582,-187.42,159.01,-8.1,4.18,1.769,A0sh,0.087,-17.435524,-11.802923,21.870286,3.26e-06,3.551e-05,1.026e-05,3.736682075,0.804392674,-9.08638e-07,7.70902e-07,Lam,19.0,Boo,1,69510,,17.07654473,,,
69750,69751,69974.0,125337.0,5359.0,,100Lam Vir,Khambalia,14.318498,-13.371095,57.1755,-17.12,29.39,-11.0,4.52,0.734,A1V,0.128,-45.689342,-31.728277,-13.222219,4.74e-06,9.07e-06,1.053e-05,3.748573937,-0.23336963,-8.30001e-08,1.42487e-07,Lam,100.0,Vir,1,69751,,44.29961991,,,
70531,70532,70755.0,126868.0,5409.0,Gl 550.2A,105Phi Vir,Elgafar,14.470038,-2.227957,36.2582,-140.94,-2.92,-10.1,4.81,2.013,G2III,0.693,-28.915866,-21.829712,-1.409548,-6.67e-06,2.6e-05,-1.1e-07,3.78824718,-0.038885188,-6.83296e-07,-1.41566e-08,Phi,105.0,Vir,1,70532,Gl 550.2,13.63954868,,,
70850,70851,71075.0,127762.0,5435.0,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,2.378e-05,3.751e-05,-8.08e-06,3.805158858,0.668605138,-5.60202e-07,7.36287e-07,Gam,27.0,Boo,1,70851,,37.49730022,Gam,3.052,3.032
71452,71453,71681.0,128621.0,5460.0,Gl 559B,Alp2Cen,Toliman,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-7.22e-06,2.476e-05,2.491e-05,3.838069571,-1.061828649,-1.78324e-05,2.33603e-06,Alp-2,,Cen,2,71456,Gl 559,0.440960816,,,
71455,71456,71683.0,128620.0,5459.0,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-7.22e-06,2.476e-05,2.491e-05,3.838179212,-1.061753176,-1.78324e-05,2.33603e-06,Alp-1,,Cen,1,71456,Gl 559,1.543121066,,0.113,-0.087
71878,71879,72105.0,129988.0,5505.0,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.0,-23.0,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,7.75e-06,2.708e-05,-5.34e-06,3.861484338,0.472534323,-2.45558e-07,9.69627e-08,Eps,36.0,Boo,1,71879,,385.8335599,,,
72260,72261,72487.0,130945.0,5533.0,,38    Boo,Merga,14.821853,46.116205,48.9956,-7.35,-77.32,-5.0,5.76,2.309,F7IVw,0.482,-25.109461,-22.870123,35.313409,-8.34e-06,-5.24e-06,-1.642e-05,3.880352062,0.804879622,-3.56338e-08,-3.74858e-07,,38.0,Boo,1,72261,,10.38484455,,,
